VMV_CODE,VARIABLE_CODE,VARIABLE,VARIABLE_FR,VARIABLE_TYPE,VARIABLE_TYPE_FR,UNIT_UNITÉ,UNIT_NAME,UNITÉ_NOM,METHOD_CODE,METHOD_TITLE,MÉTHODE_TITRE
"7010","626","NITROGEN KJELDAHL TOTAL","AZOTE KJELDAHL TOTAL","NITROGEN","AZOTE","MG/L","MILLIGRAM PER LITER","MILLIGRAMME PAR LITRE","225","AMMONIA AND KJELDAHL NITROGEN BY AUTOMATED COLOURIMETRIC METHOD","AZOTE AMMONIACAL ET AZOTE KJELDAHL - MÉTHODE COLORIMÉTRIQUE AUTOMATISÉE"
"7014","626","NITROGEN KJELDAHL TOTAL","AZOTE KJELDAHL TOTAL","NITROGEN","AZOTE","MG/L","MILLIGRAM PER LITER","MILLIGRAMME PAR LITRE","227","DIGESTION; ORION GAS SENSING ELECTRODE MODEL 95-10",""
"7054","10186","2,2',4-TRICHLOROBIPHENYL (PCB 17)","2,2',4-TRICHLOROBIPHÉNYLE (BPC 17)","PCB","BPC","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","674","ANALYSIS OF OCS, PCBS AND PAHS IN SEDIMENT IS PERFORMED BY GC-MS/MS.",""
"7055","1083","2,2',5-TRICHLOROBIPHENYL (PCB 18)","2,2',5-TRICHLOROBIPHÉNYLE (BPC 18)","PCB","BPC","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","674","ANALYSIS OF OCS, PCBS AND PAHS IN SEDIMENT IS PERFORMED BY GC-MS/MS.",""
"7056","2619","2,4,4'-TRICHLOROBIPHENYL (PCB 28)","2,4,4'-TRICHLOROBIPHÉNYLE (BPC 28)","PCB","BPC","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","674","ANALYSIS OF OCS, PCBS AND PAHS IN SEDIMENT IS PERFORMED BY GC-MS/MS.",""
"7057","4415","2,4',5-TRICHLOROBIPHENYL (PCB 31)","2,4',5-TRICHLOROBIPHÉNYLE (BPC 31)","PCB","BPC","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","674","ANALYSIS OF OCS, PCBS AND PAHS IN SEDIMENT IS PERFORMED BY GC-MS/MS.",""
"7058","1587","2,3',4'-TRICHLOROBIPHENYL (PCB 33)","2,3',4'-TRICHLOROBIPHÉNYLE (BPC 33)","PCB","BPC","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","674","ANALYSIS OF OCS, PCBS AND PAHS IN SEDIMENT IS PERFORMED BY GC-MS/MS.",""
"7059","1086","2,2',3,5'-TETRACHLOROBIPHENYL (PCB 44)","2,2',3,5'-TÉTRACHLOROBIPHÉNYLE (BPC 44)","PCB","BPC","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","674","ANALYSIS OF OCS, PCBS AND PAHS IN SEDIMENT IS PERFORMED BY GC-MS/MS.",""
"7060","1583","2,2',4,5'-TETRACHLOROBIPHENYL (PCB 49)","2,2',4,5'-TÉTRACHLOROBIPHÉNYLE (BPC 49)","PCB","BPC","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","674","ANALYSIS OF OCS, PCBS AND PAHS IN SEDIMENT IS PERFORMED BY GC-MS/MS.",""
"7061","1088","2,2',5,5'-TETRACHLOROBIPHENYL (PCB 52)","2,2',5,5'-TÉTRACHLOROBIPHÉNYLE (BPC 52)","PCB","BPC","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","674","ANALYSIS OF OCS, PCBS AND PAHS IN SEDIMENT IS PERFORMED BY GC-MS/MS.",""
"7062","4416","2,3',4',5-TETRACHLOROBIPHENYL (PCB 70)","2,3',4',5-TÉTRACHLOROBIPHÉNYLE (BPC 70)","PCB","BPC","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","674","ANALYSIS OF OCS, PCBS AND PAHS IN SEDIMENT IS PERFORMED BY GC-MS/MS.",""
"7063","1578","2,4,4',5-TETRACHLOROBIPHENYL (PCB 74)","2,4,4',5-TÉTRACHLOROBIPHÉNYLE (BPC 74)","PCB","BPC","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","674","ANALYSIS OF OCS, PCBS AND PAHS IN SEDIMENT IS PERFORMED BY GC-MS/MS.",""
"7064","4417","2,2',3,3',4-PENTACHLOROBIPHENYL (PCB 82)","2,2',3,3',4-PENTACHLOROBIPHÉNYLE (BPC 82)","PCB","BPC","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","674","ANALYSIS OF OCS, PCBS AND PAHS IN SEDIMENT IS PERFORMED BY GC-MS/MS.",""
"7065","1091","2,2',3,4,5'-PENTACHLOROBIPHENYL (PCB 87)","2,2',3,4,5'-PENTACHLOROBIPHÉNYLE (BPC 87)","PCB","BPC","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","674","ANALYSIS OF OCS, PCBS AND PAHS IN SEDIMENT IS PERFORMED BY GC-MS/MS.",""
"7066","1575","2,2',3,5',6-PENTACHLOROBIPHENYL (PCB 95)","2,2',3,5',6-PENTACHLOROBIPHÉNYLE (BPC 95)","PCB","BPC","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","674","ANALYSIS OF OCS, PCBS AND PAHS IN SEDIMENT IS PERFORMED BY GC-MS/MS.",""
"7067","1571","2,2',4,4',5-PENTACHLOROBIPHENYL (PCB 99)","2,2',4,4',5-PENTACHLOROBIPHÉNYLE (BPC 99)","PCB","BPC","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","674","ANALYSIS OF OCS, PCBS AND PAHS IN SEDIMENT IS PERFORMED BY GC-MS/MS.",""
"7068","1092","2,2',4,5,5'-PENTACHLOROBIPHENYL (PCB 101)","2,2',4,5,5'-PENTACHLOROBIPHÉNYLE (BPC 101)","PCB","BPC","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","674","ANALYSIS OF OCS, PCBS AND PAHS IN SEDIMENT IS PERFORMED BY GC-MS/MS.",""
"7069","1093","2,3,3'4,4'-PENTACHLOROBIPHENYL (PCB 105)","2,3,3'4,4'-PENTACHLOROBIPHÉNYLE (BPC 105)","PCB","BPC","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","674","ANALYSIS OF OCS, PCBS AND PAHS IN SEDIMENT IS PERFORMED BY GC-MS/MS.",""
"7070","1567","2,3,3',4',6-PENTACHLOROBIPHENYL (PCB 110)","2,3,3',4',6-PENTACHLOROBIPHÉNYLE (BPC 110)","PCB","BPC","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","674","ANALYSIS OF OCS, PCBS AND PAHS IN SEDIMENT IS PERFORMED BY GC-MS/MS.",""
"7071","1094","2,3',4,4',5-PENTACHLOROBIPHENYL (PCB 118)","2,3',4,4',5-PENTACHLOROBIPHÉNYLE (PCB 118)","PCB","BPC","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","674","ANALYSIS OF OCS, PCBS AND PAHS IN SEDIMENT IS PERFORMED BY GC-MS/MS.",""
"7072","1096","2,2'3,3',4,4'-HEXACHLOROBIPHENYL (PCB 128)","2,2'3,3',4,4'-HEXACHLOROBIPHÉNYLE (BPC 128)","PCB","BPC","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","674","ANALYSIS OF OCS, PCBS AND PAHS IN SEDIMENT IS PERFORMED BY GC-MS/MS.",""
"7073","4418","2,2',3,3',4,6'-HEXACHLOROBIPHENYL (PCB 132)","2,2',3,3',4,6'-HEXACHLOROBIPHÉNYLE (BPC 132)","PCB","BPC","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","674","ANALYSIS OF OCS, PCBS AND PAHS IN SEDIMENT IS PERFORMED BY GC-MS/MS.",""
"7074","10107","PCB 138","BPC 138","PCB","BPC","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","674","ANALYSIS OF OCS, PCBS AND PAHS IN SEDIMENT IS PERFORMED BY GC-MS/MS.",""
"7075","1561","2,2',3,4',5',6-HEXACHLOROBIPHENYL (PCB 149)","2,2',3,4',5',6-HEXACHLOROBIPHÉNYLE (BPC 149)","PCB","BPC","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","674","ANALYSIS OF OCS, PCBS AND PAHS IN SEDIMENT IS PERFORMED BY GC-MS/MS.",""
"7076","1563","2,2',3,5,5',6-HEXACHLOROBIPHENYL (PCB 151)","2,2',3,5,5',6-HEXACHLOROBIPHÉNYLE (BPC 151)","PCB","BPC","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","674","ANALYSIS OF OCS, PCBS AND PAHS IN SEDIMENT IS PERFORMED BY GC-MS/MS.",""
"7077","1098","2,2',4,4',5,5'-HEXACHLOROBIPHENYL (PCB 153)","2,2',4,4',5,5'-HEXACHLOROBIPHÉNYLE (BPC 153)","PCB","BPC","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","674","ANALYSIS OF OCS, PCBS AND PAHS IN SEDIMENT IS PERFORMED BY GC-MS/MS.",""
"7078","1552","2,3,3',4,4',5-HEXACHLOROBIPHENYL (PCB 156)","2,3,3',4,4',5-HEXACHLOROBIPHÉNYLE (BPC 156)","PCB","BPC","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","674","ANALYSIS OF OCS, PCBS AND PAHS IN SEDIMENT IS PERFORMED BY GC-MS/MS.",""
"7079","1554","2,3,3',4,4',6-HEXACHLOROBIPHENYL (PCB 158)","2,3,3',4,4',6-HEXACHLOROBIPHÉNYLE (BPC 158)","PCB","BPC","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","674","ANALYSIS OF OCS, PCBS AND PAHS IN SEDIMENT IS PERFORMED BY GC-MS/MS.",""
"7080","2650","3,3',4,4',5,5'-HEXACHLOROBIPHENYL (PCB 169)","3,3',4,4',5,5'-HEXACHLOROBIPHÉNYLE (BPC 169)","PCB","BPC","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","674","ANALYSIS OF OCS, PCBS AND PAHS IN SEDIMENT IS PERFORMED BY GC-MS/MS.",""
"7081","1099","2,2',3,3',4,4',5-HEPTACHLOROBIPHENYL (PCB 170)","2,2',3,3',4,4',5-HEPTACHLOROBIPHÉNYLE (BPC 170)","PCB","BPC","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","674","ANALYSIS OF OCS, PCBS AND PAHS IN SEDIMENT IS PERFORMED BY GC-MS/MS.",""
"7082","1541","2,2',3,3',4,4',6-HEPTACHLOROBIPHENYL (PCB 171)","2,2',3,3',4,4',6-HEPTACHLOROBIPHÉNYLE (BPC 171)","PCB","BPC","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","674","ANALYSIS OF OCS, PCBS AND PAHS IN SEDIMENT IS PERFORMED BY GC-MS/MS.",""
"7083","1542","2,2',3,3',4,5',6'-HEPTACHLOROBIPHENYL (PCB 177)","2,2',3,3',4,5',6'-HEPTACHLOROBIPHÉNYLE (BPC 177)","PCB","BPC","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","674","ANALYSIS OF OCS, PCBS AND PAHS IN SEDIMENT IS PERFORMED BY GC-MS/MS.",""
"7084","1100","2,2',3,4,4',5,5'-HEPTACHLOROBIPHENYL (PCB 180)","2,2',3,4,4',5,5'-HEPTACHLOROBIPHÉNYLE (BPC 180)","PCB","BPC","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","674","ANALYSIS OF OCS, PCBS AND PAHS IN SEDIMENT IS PERFORMED BY GC-MS/MS.",""
"7085","1545","2,2',3,4,4',5',6-HEPTACHLOROBIPHENYL (PCB 183)","2,2',3,4,4',5',6-HEPTACHLOROBIPHÉNYLE (BPC 183)","PCB","BPC","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","674","ANALYSIS OF OCS, PCBS AND PAHS IN SEDIMENT IS PERFORMED BY GC-MS/MS.",""
"7086","1101","2,2',3,4',5,5',6-HEPTACHLOROBIPHENYL (PCB 187)","2,2',3,4',5,5',6-HEPTACHLOROBIPHÉNYLE (PCB 187)","PCB","BPC","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","674","ANALYSIS OF OCS, PCBS AND PAHS IN SEDIMENT IS PERFORMED BY GC-MS/MS.",""
"7087","1538","2,3,3',4,4',5',6-HEPTACHLOROBIPHENYL (PCB 191)","2,3,3',4,4',5',6-HEPTACHLOROBIPHÉNYLE (BPC 191)","PCB","BPC","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","674","ANALYSIS OF OCS, PCBS AND PAHS IN SEDIMENT IS PERFORMED BY GC-MS/MS.",""
"7088","1531","2,2',3,3',4,4',5,5'-OCTACHLOROBIPHENYL (PCB 194)","2,2',3,3',4,4',5,5'-OCTACHLOROBIPHÉNYLE (BPC 194)","PCB","BPC","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","674","ANALYSIS OF OCS, PCBS AND PAHS IN SEDIMENT IS PERFORMED BY GC-MS/MS.",""
"7089","1102","2,2,'3,3',4,4',5,6-OCTACHLOROBIPHENYL (PCB 195)","2,2,'3,3',4,4',5,6-OCTACHLOROBIPHÉNYLE (BPC 195)","PCB","BPC","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","674","ANALYSIS OF OCS, PCBS AND PAHS IN SEDIMENT IS PERFORMED BY GC-MS/MS.",""
"7090","1533","2,2',3,3',4,5,5',6'-OCTACHLOROBIPHENYL (PCB 199)","2,2',3,3',4,5,5',6'-OCTACHLOROBIPHÉNYLE (BPC 199)","PCB","BPC","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","674","ANALYSIS OF OCS, PCBS AND PAHS IN SEDIMENT IS PERFORMED BY GC-MS/MS.",""
"7091","1530","2,3,3',4,4',5,5',6-OCTACHLOROBIPHENYL (PCB 205)","2,3,3',4,4',5,5',6-OCTACHLOROBIPHÉNYLE (BPC 205)","PCB","BPC","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","674","ANALYSIS OF OCS, PCBS AND PAHS IN SEDIMENT IS PERFORMED BY GC-MS/MS.",""
"7092","1103","2,2',3,3',4,4',5,5',6-NONACHLOROBIPHENYL (PCB 206)","2,2',3,3',4,4',5,5',6-NONACHLOROBIPHÉNYLE (BPC 206)","PCB","BPC","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","674","ANALYSIS OF OCS, PCBS AND PAHS IN SEDIMENT IS PERFORMED BY GC-MS/MS.",""
"7093","1529","2,2',3,3',4,5,5',6,6'-NONACHLOROBIPHENYL (PCB 208)","2,2',3,3',4,5,5',6,6'-NONACHLOROBIPHÉNYLE (BPC 208)","PCB","BPC","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","674","ANALYSIS OF OCS, PCBS AND PAHS IN SEDIMENT IS PERFORMED BY GC-MS/MS.",""
"7094","1104","DECACHLOROBIPHENYL (PCB 209)","DÉCACHLOROBIPHÉNYLE (BPC 209)","PCB","BPC","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","674","ANALYSIS OF OCS, PCBS AND PAHS IN SEDIMENT IS PERFORMED BY GC-MS/MS.",""
"7095","3906","2,4,4'-TRICHLOROBIPHENYL-13C12 (CONGENER BZ NO. 28)","2,4,4'-TRICHLOROBIPHÉNYL-13C12 (CONGÉNÈRE BZ NO. 28)","SURROGATE","SURROGATE","%","PERCENT","POURCENTAGE","674","ANALYSIS OF OCS, PCBS AND PAHS IN SEDIMENT IS PERFORMED BY GC-MS/MS.",""
"7096","3907","2,2',5,5'-TETRACHLOROBIPHENYL-13C12 (CONGENER BZ NO. 52)","2,2',5,5'-TÉTRACHLOROBIPHÉNYLE-13C12 (CONGÉNÈRE BZ NO. 52)","SURROGATE","SURROGATE","%","PERCENT","POURCENTAGE","674","ANALYSIS OF OCS, PCBS AND PAHS IN SEDIMENT IS PERFORMED BY GC-MS/MS.",""
"7097","3908","2,3,3',5,5'-PENTACHLOROBIPHENYL-13C12 (CONGENER BZ NO. 111)","2,3,3',5,5'-PENTACHLOROBIPHÉNYLE-13C12 (CONGÉNÈRE BZ NO. 111)","SURROGATE","SURROGATE","%","PERCENT","POURCENTAGE","674","ANALYSIS OF OCS, PCBS AND PAHS IN SEDIMENT IS PERFORMED BY GC-MS/MS.",""
"7098","3909","2,2',4,4',5,5'-HEXACHLOROBIPHENYL-13C12 (CONGENER BZ NO. 153)","2,2',4,4',5,5'-HEXACHLOROBIPHÉNYLE-13C12 (CONGÉNÈRE BZ NO. 153)","SURROGATE","SURROGATE","%","PERCENT","POURCENTAGE","674","ANALYSIS OF OCS, PCBS AND PAHS IN SEDIMENT IS PERFORMED BY GC-MS/MS.",""
"7099","3910","2,2',3,3',5,5',6-HEPTACHLOROBIPHENYL-13C12 (CONGENER BZ NO .178)","2,2',3,3',5,5',6-HEPTACHLOROBIPHÉNYLE-13C12 (CONGÉNÈRE BZ NO. 178)","SURROGATE","SURROGATE","%","PERCENT","POURCENTAGE","674","ANALYSIS OF OCS, PCBS AND PAHS IN SEDIMENT IS PERFORMED BY GC-MS/MS.",""
"7100","3911","2,2',3,3',4,4',5,5',6-OCTACHLOROBIPHENYL-13C12 (CONGENER BZ NO. 194)","2,2',3,3',4,4',5,5',6-OCTACHLOROBIPHÉNYLE-13C12 (CONGÉNÈRE BZ NO. 194)","SURROGATE","SURROGATE","%","PERCENT","POURCENTAGE","674","ANALYSIS OF OCS, PCBS AND PAHS IN SEDIMENT IS PERFORMED BY GC-MS/MS.",""
"7101","3912","2,2',3,3',4,5,5',6,6'-NONACHLOROBIPHENYL-13C12 (CONGENER BZ NO. 208)","2,2',3,3',4,5,5',6,6'-NONACHLOROBIPHÉNYLE-13C12 (CONGÉNÈRE BZ NO. 208)","SURROGATE","SURROGATE","%","PERCENT","POURCENTAGE","674","ANALYSIS OF OCS, PCBS AND PAHS IN SEDIMENT IS PERFORMED BY GC-MS/MS.",""
"7902","632","NITROGEN PARTICULATE","AZOTE PARTICULAIRE","NITROGEN","AZOTE","MG/L","MILLIGRAM PER LITER","MILLIGRAMME PAR LITRE","210","THERMAL CONDUCTIVITY METHOD FOR MEASURING PARTICULATE CO2 AND N2.","MÉTHODE PAR CONDUCTIVITÉ THERMALE - DÉTERMINATION DE CO2 ET N2 PARTICULAIRES."
"7912","629","NITROGEN PARTICULATE ORGANIC","AZOTE ORGANIQUE PARTICULAIRE","NITROGEN","AZOTE","%","PERCENT","POURCENTAGE","210","THERMAL CONDUCTIVITY METHOD FOR MEASURING PARTICULATE CO2 AND N2.","MÉTHODE PAR CONDUCTIVITÉ THERMALE - DÉTERMINATION DE CO2 ET N2 PARTICULAIRES."
"9342","1626","1,2,3,4,5-PENTABROMOBENZENE (PBBZ)","1,2,3,4,5-PENTABROMOBENZÈNE (PBBE)","HALOGENATED (SUBSTITUTED AROMATIC)","HALOGÉNÉS (AROMATIQUES SUBSTITUÉS)","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","4228","ANALYTICAL PROCEDURE FOR THE ANALYSIS OF HALOGENATED FLAME RETARDANTS IN BIOTA AND SOLID BY GC-HRMS. LEEQ METHOD NO. Q0518D1.","ANALYSE DES RETARDATEURS DE FLAMMES HALOGÉNÉS DANS LES SOLIDES ET LE BIOTA PAR GC-HRMS. MÉTHODE LEEQ NO. Q0518D1."
"9343","1627","1,2-BIS(2,4,6-TRIBROMOPHENOXY)ETHANE (BTBPE)","1,2-BIS(2,4,6-TRIBROMOPHÉNOXY)ÉTHANE (BTBPE)","HALOGENATED (SUBSTITUTED AROMATIC)","HALOGÉNÉS (AROMATIQUES SUBSTITUÉS)","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","4228","ANALYTICAL PROCEDURE FOR THE ANALYSIS OF HALOGENATED FLAME RETARDANTS IN BIOTA AND SOLID BY GC-HRMS. LEEQ METHOD NO. Q0518D1.","ANALYSE DES RETARDATEURS DE FLAMMES HALOGÉNÉS DANS LES SOLIDES ET LE BIOTA PAR GC-HRMS. MÉTHODE LEEQ NO. Q0518D1."
"9344","3298","DECHLORANE PLUS ANTI-13C10","DÉCHLORANE PLUS ANTI-13C10  (13C10-A-DP)","SURROGATE","SURROGATE","%","PERCENT","POURCENTAGE","4228","ANALYTICAL PROCEDURE FOR THE ANALYSIS OF HALOGENATED FLAME RETARDANTS IN BIOTA AND SOLID BY GC-HRMS. LEEQ METHOD NO. Q0518D1.","ANALYSE DES RETARDATEURS DE FLAMMES HALOGÉNÉS DANS LES SOLIDES ET LE BIOTA PAR GC-HRMS. MÉTHODE LEEQ NO. Q0518D1."
"9345","4853","GAMMA-HBCDD-13C12","GAMMA-HBCDD-13C12  (13C12-ΓHBCD)","SURROGATE","SURROGATE","%","PERCENT","POURCENTAGE","4228","ANALYTICAL PROCEDURE FOR THE ANALYSIS OF HALOGENATED FLAME RETARDANTS IN BIOTA AND SOLID BY GC-HRMS. LEEQ METHOD NO. Q0518D1.","ANALYSE DES RETARDATEURS DE FLAMMES HALOGÉNÉS DANS LES SOLIDES ET LE BIOTA PAR GC-HRMS. MÉTHODE LEEQ NO. Q0518D1."
"9346","1965","DECABROMODIPHENYL ETHANE (DBDPE)-13C14","DÉCABROMODIPHÉNYL ÉTHANE (DBDPE)-13C14","SURROGATE","SURROGATE","%","PERCENT","POURCENTAGE","4228","ANALYTICAL PROCEDURE FOR THE ANALYSIS OF HALOGENATED FLAME RETARDANTS IN BIOTA AND SOLID BY GC-HRMS. LEEQ METHOD NO. Q0518D1.","ANALYSE DES RETARDATEURS DE FLAMMES HALOGÉNÉS DANS LES SOLIDES ET LE BIOTA PAR GC-HRMS. MÉTHODE LEEQ NO. Q0518D1."
"9347","3296","1,2,3,4,5-PENTABROMOBENZENE-13C6","1,2,3,4,5-PENTABROMOBENZÈNE-13C6  (13C6-PBBE)","SURROGATE","SURROGATE","%","PERCENT","POURCENTAGE","4228","ANALYTICAL PROCEDURE FOR THE ANALYSIS OF HALOGENATED FLAME RETARDANTS IN BIOTA AND SOLID BY GC-HRMS. LEEQ METHOD NO. Q0518D1.","ANALYSE DES RETARDATEURS DE FLAMMES HALOGÉNÉS DANS LES SOLIDES ET LE BIOTA PAR GC-HRMS. MÉTHODE LEEQ NO. Q0518D1."
"9348","4871","1,2-BIS(2,4,6-TRIBROMOPHENOXY)ETHANE-13C6 (BTBPE-13C6)","1,2-BIS(2,4,6-TRIBROMOPHÉNOXY)ÉTHANE-13C6 (BTBPE-13C6)","SURROGATE","SURROGATE","%","PERCENT","POURCENTAGE","4228","ANALYTICAL PROCEDURE FOR THE ANALYSIS OF HALOGENATED FLAME RETARDANTS IN BIOTA AND SOLID BY GC-HRMS. LEEQ METHOD NO. Q0518D1.","ANALYSE DES RETARDATEURS DE FLAMMES HALOGÉNÉS DANS LES SOLIDES ET LE BIOTA PAR GC-HRMS. MÉTHODE LEEQ NO. Q0518D1."
"9349","4872","2-ETHYLHEXYL-D17-2,3,4,5-TETRABROMO-BENZOATE-13C6 (EHTBB-13C6)","2-ÉTHYLHEXYL-D17-2,3,4,5-TÉTRABROMO-BENZOATE-13C6 (13C6-EHTBB)","SURROGATE","SURROGATE","%","PERCENT","POURCENTAGE","4228","ANALYTICAL PROCEDURE FOR THE ANALYSIS OF HALOGENATED FLAME RETARDANTS IN BIOTA AND SOLID BY GC-HRMS. LEEQ METHOD NO. Q0518D1.","ANALYSE DES RETARDATEURS DE FLAMMES HALOGÉNÉS DANS LES SOLIDES ET LE BIOTA PAR GC-HRMS. MÉTHODE LEEQ NO. Q0518D1."
"9350","4873","BIS(2-ETHYLHEXYL-D17)-TETRABROMOPHTHALATE-13C6 (BEHTBP-13C6)","BIS(2-ÉTHYLHEXYL-D17)-TÉTRABROMOPHTALATE-13C6 (BEHTBP-13C6)","SURROGATE","SURROGATE","%","PERCENT","POURCENTAGE","4228","ANALYTICAL PROCEDURE FOR THE ANALYSIS OF HALOGENATED FLAME RETARDANTS IN BIOTA AND SOLID BY GC-HRMS. LEEQ METHOD NO. Q0518D1.","ANALYSE DES RETARDATEURS DE FLAMMES HALOGÉNÉS DANS LES SOLIDES ET LE BIOTA PAR GC-HRMS. MÉTHODE LEEQ NO. Q0518D1."
"9351","1963","HEXABROMOBENZENE (HBB)-13C6","HEXABROMOBENZÈNE (HBB)-13C6","SURROGATE","SURROGATE","%","PERCENT","POURCENTAGE","4228","ANALYTICAL PROCEDURE FOR THE ANALYSIS OF HALOGENATED FLAME RETARDANTS IN BIOTA AND SOLID BY GC-HRMS. LEEQ METHOD NO. Q0518D1.","ANALYSE DES RETARDATEURS DE FLAMMES HALOGÉNÉS DANS LES SOLIDES ET LE BIOTA PAR GC-HRMS. MÉTHODE LEEQ NO. Q0518D1."
"9352","1628","2,2',4,5,5'-PENTABROMOBIPHENYL (BB-101 OR PBBB)","2,2',4,5,5'-PENTABROMOBIPHÉNYL (BB-101)","HALOGENATED (SUBSTITUTED AROMATIC)","HALOGÉNÉS (AROMATIQUES SUBSTITUÉS)","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","4228","ANALYTICAL PROCEDURE FOR THE ANALYSIS OF HALOGENATED FLAME RETARDANTS IN BIOTA AND SOLID BY GC-HRMS. LEEQ METHOD NO. Q0518D1.","ANALYSE DES RETARDATEURS DE FLAMMES HALOGÉNÉS DANS LES SOLIDES ET LE BIOTA PAR GC-HRMS. MÉTHODE LEEQ NO. Q0518D1."
"9353","1629","2,3,5,6-TETRABROMO-P-XYLENE (PTBX)","2,3,5,6-TÉTRABROMO-P-XYLÈNE (ΡTBX)","HALOGENATED (SUBSTITUTED AROMATIC)","HALOGÉNÉS (AROMATIQUES SUBSTITUÉS)","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","4228","ANALYTICAL PROCEDURE FOR THE ANALYSIS OF HALOGENATED FLAME RETARDANTS IN BIOTA AND SOLID BY GC-HRMS. LEEQ METHOD NO. Q0518D1.","ANALYSE DES RETARDATEURS DE FLAMMES HALOGÉNÉS DANS LES SOLIDES ET LE BIOTA PAR GC-HRMS. MÉTHODE LEEQ NO. Q0518D1."
"9354","1630","2,3-DIBROMOPROPYL 2,4,6-TRIBROMOPHENYL ETHER (DPTE)","2,3-DIBROMOPROPYL 2,4,6-TRIBROMOPHÉNYL ÉTHER (DPTE)","HALOGENATED (SUBSTITUTED AROMATIC)","HALOGÉNÉS (AROMATIQUES SUBSTITUÉS)","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","4228","ANALYTICAL PROCEDURE FOR THE ANALYSIS OF HALOGENATED FLAME RETARDANTS IN BIOTA AND SOLID BY GC-HRMS. LEEQ METHOD NO. Q0518D1.","ANALYSE DES RETARDATEURS DE FLAMMES HALOGÉNÉS DANS LES SOLIDES ET LE BIOTA PAR GC-HRMS. MÉTHODE LEEQ NO. Q0518D1."
